"Timestamp","Please, select your college/department ","Please, specify your program","Which of the following best describes your current status?","How many years into your current program are you?","Do you receive UVM stipend?","Is your stipend...","On the scale of 1-5, where 1 is ""extremely dissatisfied"" and 5 is ""extremely satisfied"", how satisfied are you with your current UVM stipend? ","Do you pay comprehensive fees?","Do you own or rent the house where you currently live?","Do you have any dependants (a child, spouse, parent, or certain other relative to whom you contribute all or a major amount of necessary financial support)?","How much do you pay for rent/ mortgage monthly? Please specify the exact amount in $ that you personally pay. ","Do you pay..","On average, how much do you pay monthly for utilities? (Heat, Electricity, Internet) ","Do you have a budgeted savings per month?"," Please list your top 3 monthly expenses","Please list top 3 things on which you would like to spend more money monthly","Please provide any additional comments or observations"
"2019/02/21 11:45:54 AM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Social Work","Master's student","Second year","No","","","Yes, full fee","Rent","No","500","Full amount of the rent/ mortgage","$50-$100","Yes","rent/utilities, food, car insurance","self care, leisure, clothing",""
"2019/02/21 11:52:37 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","","Doctoral student","First year","Yes, Full (20h) GRA","12-month stipend?","3","Yes, full fee","Rent","Yes","$375.00","Partial amount of the rent/ mortgage","$100-$150","Yes","Rent, Car Payment, Healthcare Insurance Repayment","Mental health services, healthy groceries (fruits/ vegetables), self-care (yoga, etc.)",""
"2019/02/21 11:53:19 AM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Social Work ","Master's student","Second year","Yes, Full (20h) GRA","9-month stipend?","3","Yes, full fee","Other:","Yes","$750","Partial amount of the rent/ mortgage","$150-$200","Yes","Groceries, my half of mortgage, utilities","Groceries",""
"2019/02/21 12:05:46 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","ME","Master's student","First year","No","","","Yes, reduced fee (I am a continuous studies student)","Rent","No","800","Full amount of the rent/ mortgage","$100-$150","Yes","Rent, Food, Gas ","Beer, Tea, Talenti Gelato","that ^ question is dumb"
"2019/02/21 12:20:14 PM EST","COLLEGE OF ARTS AND SCIENCES","Chemistry","Doctoral student","Forth year","Yes, Full (20h) GRA","9-month stipend?","2","Yes, reduced fee (I am a continuous studies student)","Rent","Yes","$1100","Full amount of the rent/ mortgage","$150-$200","Yes","Rent, Utilities, food","Food, Vacation, Savings","It's hard if you have dependents with current stipend"
"2019/02/21 12:28:20 PM EST","COLLEGE OF ARTS AND SCIENCES","Chemistry","Master's student","Third year","Yes, Full (20h) GTA","9-month stipend?","1","Yes, reduced fee (I am a continuous studies student)","Rent","No","700","Partial amount of the rent/ mortgage","Less than $50","Yes","Housing, food, loans/credit payments","Food, loans/credit payments, luxuries","In Burlington, the cost of living is far too high for the amount of pay graduate students of any program receive at UVM. I have a rather inexpensive apartment, and it still requires close to 45% of my total income to pay for it."
"2019/02/21 12:33:21 PM EST","COLLEGE OF ARTS AND SCIENCES","CMB","Doctoral student","First year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","2","Yes, full fee","Rent","No","900","Full amount of the rent/ mortgage","$150-$200","No","RENT , UTILITIES ,  FOOD ","FOOD , SAVINGS ",""
"2019/02/21 12:42:09 PM EST","CROSS COLLEGE INTERDISCIPLINARY","Complex systems and data science","Doctoral student","Third year","Yes, Full (20h) GRA","12-month stipend?","2","Yes, full fee","Rent","Yes","1400","Full amount of the rent/ mortgage","$150-$200","Yes","Rent, food, cable","","UVM stipends are well below the level offered by research institutions of a similar caliber (e.g., Stanford, MIT, Penn State, Ohio State, Michigan, UVA, etc). If it were not for my part-time employment as a research scientist at a defense contractor I would not be able to support myself and my wife on my current salary. "
"2019/02/21 12:46:11 PM EST","COLLEGE OF MEDICINE","Cellular, Molecular, and Biomedical Science","Doctoral student","Third year","Yes, Full (20h) GTA","12-month stipend?","3","Yes, full fee","Rent","No","675","Full amount of the rent/ mortgage","$50-$100","No","Rent, car payments, utilities","Put more money into savings, groceries, travel expenses ",""
"2019/02/21 12:53:53 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","MSW","Master's student","First year","No","","","Yes, full fee","Rent","No","525","Partial amount of the rent/ mortgage","$100-$150","No","rent, gas, food","trade skills, travel, savings",""
"2019/02/21 1:57:27 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","DEPN/DNP","Doctoral student","Second year","No","","","Yes, full fee","Rent","No","$875/month","Full amount of the rent/ mortgage","$50-$100","No","Rent, Insurance, Utilities","I don't want to spend more money",""
"2019/02/21 1:58:05 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Public Administration","Master's student","Six years and more","No","","","I share fees with my employer (appx. 50/50)","Own","No","500","Partial amount of the rent/ mortgage","$100-$150","No","mortgage","retirment",""
"2019/02/21 2:03:17 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","MAT in Middle Level Education","Master's student","First year","No","","","Yes, full fee","Rent","No","750","Full amount of the rent/ mortgage","Less than $50","No","Rent, car expenses, groceries","I would not like to spend more monthly","N/A"
"2019/02/21 2:05:41 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Computer Science","Master's student","","No","","","my program offers a reduced price.","Rent","No","$697","Full amount of the rent/ mortgage","$50-$100","No","Groceries, Gas, Toiletries ","Groceries, Clothes, Activities","I basically only have enough money to buy the bare necessities and work on school. I have to buy groceries and cook three meals a day on top of my studies, which can be pretty exhausting. Other students who are better supported by their families seem to have money to go out for drinks, to restaurants, to order takeout, or even just to buy food on campus to avoid returning home to cook food. It is a little exhausting to have to wakeup early every day to cook breakfast and pack lunch at the same time, spending my Sundays doing food prep in order to have quick easy dinners for week days when I'm busy. It used to be that graduate students could occasionally go bowling on a weekend, or go on a hike, but my life is entirely absorbed by simply remaining healthy and on top of my studies. If I am ever to treat myself to a fun activity or tasty food, I later pay for it by not having enough time for work or enough money to eat healthy all month. It feels a little like hell. "
"2019/02/21 2:47:46 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Environmental Engineering","Doctoral student","Second year","Yes, Full (20h) GRA","12-month stipend?","2","Yes, full fee","Rent","No","800","Full amount of the rent/ mortgage","nothing (included in rent)","Yes","Rent, Food, Book","Saving, Book, Food","Look, the issue should be taken as a stipend/hour matter, and it's just pathetic..."
"2019/02/21 3:24:17 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Civil and Environmental Engineering","Master's student","First year","No","","","Yes, full fee","Rent","No","800","Full amount of the rent/ mortgage","$150-$200","Yes","rent utilities groceries ","groceries gas loans",""
"2019/02/21 3:24:47 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Field Naturalist Program","Master's student","First year","Yes, Full (20h) GTA","Other","3","Yes, full fee","Rent","No","675","Partial amount of the rent/ mortgage","$50-$100","No","Rent, food, medical","Rent (nicer living situation), food (better food), recreation",""
"2019/02/21 4:56:42 PM EST","COLLEGE OF ARTS AND SCIENCES","Biology","Master's student","Third year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, reduced fee (I am a continuous studies student)","Rent","No","600","Partial amount of the rent/ mortgage","$150-$200","No","Rent, utilities, groceries","Rent (place closer to UVM), Transportation, groceries","Summer is not part of GTA, and when we get a position it is not equivalent to what we get paid during the semester given we are still working full time in research. "
"2019/02/21 7:10:23 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Masters in Counseling","Master's student","Second year","No","","","Yes, full fee","Own","Yes","900","Full amount of the rent/ mortgage","$150-$200","Yes","Mortgage, Childcare, Car Payment","Contribute to Savings, Pay down existing debt, eating out :)",""
"2019/02/21 8:29:58 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","DNP","Doctoral student","Second year","No","","","Yes, full fee","Own","Yes","1332","Full amount of the rent/ mortgage","$200-$300","Yes","house, car, groceries","dinner out with friends, activities for my kids, clothes for my kids and I",""
"2019/02/21 8:37:41 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","DNP","Doctoral student","Forth year","No","","","Yes, full fee","Rent","No","800","Partial amount of the rent/ mortgage","$100-$150","No","rent, gas, food","#1) paying off my loans, #2) putting money in savings/retirement, #3) paying back my parents",""
"2019/02/21 10:02:41 PM EST","COLLEGE OF ARTS AND SCIENCES","Historic Preservation","Master's student","First year","No","","","Yes, full fee","Rent","No","800","Partial amount of the rent/ mortgage","$50-$100","No","rent, groceries, gas","savings, groceries",""
"2019/02/22 5:31:27 AM EST","Other","Continuing and Distance Education: Public Health Masters","Master's student","Second year","Yes, Part-time (10h)","12-month stipend?","3","No, my grant/program covers it","Other:","No","0","I am a Peace Corps Volunteer serving abroad with limited income","$150-$200","No","Travel, food, internet","N/A","I am unclear how well my results will contribute to your study. I am living on borrowed student loans, thus I don't really have a UVM ""Stipend"". Thanks for reaching out to us graduate students. "
"2019/02/22 10:20:06 AM EST","COLLEGE OF ARTS AND SCIENCES","","Master's student","First year","Yes, Part-time (10h)","Doesn't apply","3","Yes, full fee","Own","No","521","Partial amount of the rent/ mortgage","$150-$200","Yes","Mortgage, utilities, food","I don't want to spend any more money",""
"2019/02/22 10:43:10 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Bioengineering","Doctoral student","First year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Rent","No","1525","Full amount of the rent/ mortgage","$150-$200","Yes","Rent, Food, Utilities","Food ,Entertainment, Traveling",""
"2019/02/22 5:33:22 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Mathematics Accelerated Masters Program","Master's student","Second year","Yes, Full (20h) GTA","9-month stipend?","5","Yes, full fee","Rent","No","$350","Partial amount of the rent/ mortgage","Less than $50","Yes","Rent, Food, and Electric","Food, Trips, Entertainment",""
"2019/02/22 7:48:07 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Plant Biology","Doctoral student","First year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","3","Yes, full fee","Rent","Yes","$800","Full amount of the rent/ mortgage","nothing (included in rent)","No","rent, daycare, feeding","transportation, child health insurance, childcare resources",""
"2019/02/23 1:45:36 PM EST","COLLEGE OF ARTS AND SCIENCES","","Doctoral student","First year","Yes, Full (20h) GTA","9-month stipend?","2","No, my grant/program covers it","Rent","No","1025","Full amount of the rent/ mortgage","$100-$150","Yes","Rent, Utilities, Groceries","Groceries, Emergencies, Savings.",""
"2019/02/23 7:37:47 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","msw","Master's student","First year","No","","","No, I am not required to pay the fees","Own","Yes","1,050.00","Full amount of the rent/ mortgage","$150-$200","No","morgage, utilitize and car payment","savings, vacations, eatting out",""
"2019/02/24 12:26:05 AM EST","COLLEGE OF MEDICINE","MPH","Master's student","First year","No","","","Yes, full fee","Rent","Yes","1566.00","Full amount of the rent/ mortgage","$150-$200","No","Child care, Insurance, Grocery shopping","Savings",""
"2019/02/26 1:14:17 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","DEPN","Doctoral student","Matriculate in fall 19","No","","","Yes, full fee","Own","No","$900","Partial amount of the rent/ mortgage","$100-$150","Yes","rent, food, student loans","savings, retirement, home improvements",""
"2019/03/04 1:16:22 AM EST","Other","CDAE","Master's student","First year","Yes, Full (20h) GRA","Other","5","No, my grant/program covers it","Rent","No","750","Full amount of the rent/ mortgage","$50-$100","No","rent, food, gas","",""
"2019/09/18 4:11:48 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Plant Biology","Doctoral student","Second year","Yes, Full (20h) GTA","12-month stipend?","4","Yes, full fee","Rent","No","900.00","Full amount of the rent/ mortgage","nothing (included in rent)","No","Rent, Food, Car Insurance","Savings, Food, loans",""
"2020/10/27 9:10:45 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Department of Physical Therapy","Doctoral student","First year","No","","","Yes, full fee","Rent","No","600","Partial amount of the rent/ mortgage","$100-$150","No","Rent, food, car payment","entertainment, work supplies, exercise equipment",""
